# Program:featureCounts v2.0.0; Command:"featureCounts" "./bam/PmCranial_R1_kpetMar1.bam" "./bam/PmCranial_R2_kpetMar1.bam" "./bam/PmTrunk_R1_kpetMar1.bam" "./bam/PmTrunk_R2_kpetMar1.bam" "-T" "8" "-t" "exon" "-s" "0" "-g" "gene_id" "-F" "GTF" "-a" "/data/Megan/Lamprey_CT/kPetMar1_ht2/pmz.genes-fixed.gtf" "-o" "kpetMar1.featurecounts.txt" 
Geneid	Chr	Start	End	Strand	Length	./bam/PmCranial_R1_kpetMar1.bam	./bam/PmCranial_R2_kpetMar1.bam	./bam/PmTrunk_R1_kpetMar1.bam	./bam/PmTrunk_R2_kpetMar1.bam
PMZ_0050076	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	6709663;6713199;6714273;6716793;6717608;6723047;6724337;6726751	6709698;6713324;6714346;6716966;6717665;6723223;6724432;6726795	-;-;-;-;-;-;-;-	786	0	0	0	0
PMZ_0021887	chr1;chr1;chr1	6907192;6909717;6925136	6907350;6909768;6925519	+;+;+	595	69	82	81	105
PMZ_0050077	chr1;chr1	7031462;7032215	7031635;7032247	+;+	207	25	0	0	29
PMZ_0050078	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	7093944;7094034;7096347;7096909;7098418;7100261;7103284;7104633;7105497;7121110;7123451;7127811;7128600	7094008;7094090;7096404;7097057;7098554;7100393;7103344;7104750;7105896;7121246;7123583;7127896;7129098	+;+;+;+;+;+;+;+;+;+;+;+;+	2033	0	0	0	0
PMZ_0050079	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	7140798;7146332;7146894;7148396;7150245;7153268;7154610;7155474	7140912;7146389;7147042;7148532;7150377;7153328;7154727;7155930	+;+;+;+;+;+;+;+	1228	0	0	0	0
PMZ_0050080	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	7181576;7186886;7187448;7188950;7191291;7194307;7195607;7196428	7181689;7186943;7187596;7189086;7191423;7194367;7195724;7196884	+;+;+;+;+;+;+;+	1227	0	0	0	0
PMZ_0050081	chr1;chr1;chr1;chr1	7211784;7212960;7215813;7216628	7212011;7213033;7215986;7216697	-;-;-;-	546	0	0	0	0
PMZ_0050082	chr1;chr1;chr1;chr1	7221792;7230090;7232504;7245240	7222052;7230185;7232701;7245350	-;-;-;-	666	0	0	0	0
PMZ_0050083	chr1;chr1;chr1;chr1;chr1;chr1;chr1	7260249;7265577;7266033;7267934;7269797;7274895;7275392	7262262;7265643;7266340;7267990;7269843;7275038;7275586	-;-;-;-;-;-;-	2832	1231	1643	980	1345
PMZ_0010058	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	7279146;7280501;7282811;7286161;7287643;7290284;7292662;7294056	7279411;7280604;7282944;7286266;7287758;7290397;7292790;7295398	+;+;+;+;+;+;+;+	2312	59	47	257	305
PMZ_0050084	chr1;chr1;chr1;chr1	7310405;7310863;7317402;7319263	7310424;7311202;7317545;7319578	-;-;-;-	820	0	24	90	91
PMZ_0050085	chr1;chr1;chr1;chr1	7320364;7321741;7323456;7325536	7321181;7321811;7323647;7325694	-;-;-;-	1240	877	1378	1932	1865
PMZ_0032427	chr1;chr1;chr1;chr1;chr1;chr1	7376573;7378735;7380190;7386072;7390242;7392261	7376612;7378831;7380331;7386128;7390286;7392380	+;+;+;+;+;+	501	0	0	0	5
PMZ_0050086	chr1;chr1;chr1	7417699;7421104;7423422	7417840;7421198;7424177	+;+;+	993	2184	2752	2805	2645
PMZ_0050087	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	7424353;7432179;7434872;7436681;7437271;7438118;7438845;7440020;7441183;7442008;7442753;7446063;7447340;7448836	7425477;7432242;7434976;7436766;7437473;7438299;7439057;7440073;7441401;7442133;7442884;7446371;7447495;7448925	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3064	93	1	280	968
PMZ_0050088	chr1;chr1;chr1;chr1	7622135;7625152;7626196;7629866	7623703;7625217;7626255;7629970	-;-;-;-	1800	10257	11422	11697	10248
PMZ_0050089	chr1;chr1;chr1	7670044;7674660;7677603	7672719;7675211;7678125	-;-;-	3751	497	496	418	478
PMZ_0050090	chr1;chr1;chr1;chr1;chr1;chr1;chr1	7689828;7692455;7693884;7694997;7703005;7704596;7705683	7690994;7692521;7694146;7695784;7703153;7704779;7707165	-;-;-;-;-;-;-	4101	0	25	45	18
PMZ_0050091	chr1;chr1;chr1;chr1	7725012;7726133;7734149;7735314	7725850;7728238;7734587;7735761	-;-;-;-	3832	67	0	226	174
PMZ_0050092	chr1;chr1;chr1;chr1;chr1	7759855;7763741;7766315;7768088;7768363	7761266;7764023;7766475;7768221;7768447	-;-;-;-;-	2075	161	153	160	170
PMZ_0047873	chr1	7817702	7818229	+	528	50	3	25	95
PMZ_0013569	chr1	7838092	7838538	-	447	33	7	48	76
PMZ_0050093	chr1;chr1;chr1;chr1;chr1;chr1;chr1	7841521;7842583;7849447;7850351;7853406;7854839;7858108	7841663;7842669;7849533;7850437;7854014;7854938;7858378	-;-;-;-;-;-;-	1384	102	55	115	79
PMZ_0050094	chr1	8093970	8094428	-	459	0	0	0	0
PMZ_0050095	chr1	8099309	8099845	-	537	0	0	0	0
PMZ_0050096	chr1;chr1	8151963;8159624	8152058;8159959	-;-	432	0	0	0	0
PMZ_0050097	chr1	8164829	8165365	-	537	0	0	0	0
PMZ_0050098	chr1;chr1;chr1	8301485;8306754;8309496	8301874;8306817;8309935	+;+;+	894	63	18	65	82
PMZ_0050099	chr1;chr1;chr1	8450849;8452773;8458540	8452656;8454489;8458566	-;-;-	3552	0	0	0	0
PMZ_0050100	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	8519064;8519921;8521811;8522586;8523163;8526031;8527019;8529262;8531481;8533620;8534890;8539046;8539793;8543834;8544567;8547936;8548905;8554595;8557719;8560805;8561981;8563202;8565315;8567642;8570325;8576518;8579098;8580438;8581586;8587196;8588887;8590894	8519208;8519970;8521877;8522708;8523266;8526160;8527099;8529507;8531612;8533734;8535062;8539687;8542739;8543979;8544621;8547993;8548973;8554712;8557853;8560884;8562152;8563249;8565436;8567768;8570390;8576584;8579312;8580481;8581778;8587247;8588958;8591030	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6931	120	65	539	721
PMZ_0045111	chr1;chr1	8608602;8608947	8608855;8609144	+;+	452	12	17	8	16
PMZ_0050101	chr1;chr1;chr1;chr1	8616443;8618248;8619334;8621765	8617777;8618361;8619417;8622185	-;-;-;-	1954	84	217	290	188
PMZ_0050102	chr1;chr1;chr1;chr1	8638565;8641587;8643162;8656865	8639024;8641694;8643769;8656927	+;+;+;+	1239	40	1	52	46
PMZ_0050103	chr1;chr1;chr1;chr1	8659824;8660596;8661445;8661858	8660280;8660682;8661528;8664747	+;+;+;+	3518	285	615	635	678
PMZ_0050104	chr1;chr1;chr1;chr1;chr1	8684398;8685417;8686604;8688672;8690899	8684541;8685584;8686739;8688802;8691048	+;+;+;+;+	729	11	9	54	123
PMZ_0050105	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	8693521;8695379;8695830;8697263;8702249;8706321;8707502;8708644;8709635	8693643;8695514;8695921;8697352;8702418;8706398;8707526;8708802;8709919	+;+;+;+;+;+;+;+;+	1158	0	110	97	188
PMZ_0046195	chr1;chr1;chr1;chr1;chr1	8730587;8730917;8731577;8733856;8736569	8730828;8731036;8731911;8734005;8736650	-;-;-;-;-	929	97	3	188	144
PMZ_0046196	chr1;chr1;chr1;chr1;chr1;chr1;chr1	8741814;8753948;8754836;8755902;8760455;8761588;8763532	8741916;8754150;8754974;8756085;8760493;8761689;8763718	-;-;-;-;-;-;-	957	0	9	141	171
PMZ_0050106	chr1;chr1;chr1	8756839;8757564;8760474	8757481;8759575;8760497	+;+;+	2679	0	0	0	0
PMZ_0046197	chr1;chr1;chr1	8792870;8801119;8814797	8792987;8801332;8814830	-;-;-	366	0	0	23	40
PMZ_0050107	chr1;chr1;chr1	8950562;8973455;8979766	8950568;8973924;8980179	-;-;-	891	16	7	59	95
PMZ_0037554	chr1;chr1;chr1;chr1	8995565;8998858;9000406;9001695	8995581;8999623;9000598;9001931	-;-;-;-	1213	173	100	266	226
PMZ_0048620	chr1;chr1	9019668;9029157	9020057;9029280	-;-	514	0	0	27	22
PMZ_0036348	chr1;chr1	9077986;9078589	9078462;9078753	-;-	642	46	0	60	118
PMZ_0050108	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9167791;9169072;9170688;9174833;9176715;9177730;9179067;9185628;9187076;9193085;9194365	9167957;9169294;9170894;9174946;9176731;9177829;9179141;9185840;9187246;9193290;9194527	-;-;-;-;-;-;-;-;-;-;-	1656	0	16	27	38
PMZ_0050109	chr1;chr1	9233890;9240088	9234551;9240325	-;-	900	90	96	59	119
PMZ_0050110	chr1;chr1;chr1;chr1;chr1;chr1	9241774;9244573;9249906;9252657;9255864;9259785	9242668;9245194;9250022;9252743;9256375;9260050	-;-;-;-;-;-	2499	156	150	418	495
PMZ_0050111	chr1;chr1;chr1;chr1	9264764;9265671;9271597;9274895	9265278;9265793;9271680;9275333	-;-;-;-	1161	136	165	58	182
PMZ_0050112	chr1;chr1;chr1	9288671;9293353;9298504	9290765;9293646;9298584	-;-;-	2470	1149	1362	633	653
PMZ_0045109	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9310664;9311435;9313104;9313968;9318208;9320801;9322694;9325729;9325984;9327757;9332508	9310846;9311677;9313226;9314101;9318674;9320897;9322962;9325917;9326083;9328025;9332612	-;-;-;-;-;-;-;-;-;-;-	2179	50	26	54	129
PMZ_0032111	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9372300;9373535;9377082;9377421;9378724;9380926;9381449;9381808;9382482;9382870;9383473	9372406;9373609;9377239;9377479;9378925;9381348;9381559;9382403;9382715;9383013;9383705	-;-;-;-;-;-;-;-;-;-;-	2342	0	0	0	9
PMZ_0047119	chr1;chr1;chr1	9383747;9387662;9388083	9384681;9387749;9388357	-;-;-	1298	0	0	20	2
PMZ_0018882	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9395292;9395460;9401223;9411031;9423018;9425484;9427178;9439000	9395311;9395738;9401325;9411169;9423107;9425590;9427268;9439055	-;-;-;-;-;-;-;-	885	0	0	13	10
PMZ_0050113	chr1;chr1;chr1;chr1;chr1	9502203;9514876;9516349;9519904;9522030	9502319;9515092;9516407;9519979;9523742	+;+;+;+;+	2182	269	243	231	326
PMZ_0050114	chr1;chr1;chr1	9538638;9541138;9542582	9539422;9541227;9542720	-;-;-	1014	43	71	94	128
PMZ_0034466	chr1;chr1;chr1	9542771;9547164;9549792	9542937;9547246;9549985	-;-;-	444	13	0	105	49
PMZ_0050115	chr1;chr1;chr1;chr1;chr1;chr1;chr1	9556591;9557107;9560264;9562089;9568658;9574685;9579040	9556698;9557205;9560374;9562195;9568764;9574758;9579075	-;-;-;-;-;-;-	642	0	0	11	2
PMZ_0050116	chr1;chr1	9597114;9602859	9600433;9603178	-;-	3640	4298	5432	5260	5706
PMZ_0050117	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9612162;9614268;9615210;9616359;9617777;9619145;9620020;9620385;9622452;9623821	9612454;9614379;9615253;9616429;9617826;9619218;9620070;9620486;9622580;9625111	+;+;+;+;+;+;+;+;+;+	2217	4549	5282	3576	3700
PMZ_0050118	chr1;chr1;chr1;chr1;chr1;chr1	9632142;9633492;9637309;9639540;9640587;9649016	9632200;9633993;9637439;9639826;9640851;9649022	-;-;-;-;-;-	1251	107	204	128	97
PMZ_0050119	chr1;chr1;chr1;chr1;chr1	9651655;9652827;9653478;9653765;9658519	9651850;9652905;9653606;9653951;9658762	-;-;-;-;-	835	236	251	678	610
PMZ_0050120	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9691001;9693530;9705398;9710539;9711527;9712651;9715829;9722271;9723891;9724711	9691008;9693665;9705541;9710655;9711676;9712805;9716098;9722463;9724125;9724736	-;-;-;-;-;-;-;-;-;-	1434	368	221	1123	1173
PMZ_0050121	chr1;chr1;chr1;chr1	9752024;9753313;9753772;9755665	9752161;9753463;9753974;9755694	+;+;+;+	522	0	6	6	0
PMZ_0045106	chr1;chr1;chr1;chr1	9799158;9800988;9802112;9802616	9799378;9801112;9802230;9802847	-;-;-;-	697	31	34	204	327
PMZ_0045105	chr1;chr1;chr1;chr1;chr1	9868058;9873449;9876978;9881987;9886278	9868105;9873560;9877029;9882033;9886675	-;-;-;-;-	657	105	87	278	209
PMZ_0045104	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9895635;9896354;9897061;9900867;9901503;9903212;9905553;9906730;9907403	9895710;9896509;9897250;9900953;9901681;9903324;9905654;9906832;9907550	-;-;-;-;-;-;-;-;-	1154	0	0	0	47
PMZ_0045103	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	9989457;10003363;10004851;10006473;10007785;10008636;10009673;10010642;10017226;10022899;10027551;10029996;10030482;10031337;10032041;10037882;10038445;10042556;10043697;10044926;10046031;10047995;10050217	9989581;10003458;10004931;10006553;10007892;10008765;10009812;10010715;10017275;10022927;10027682;10030103;10030574;10031408;10032120;10038011;10038567;10043041;10043744;10045118;10046067;10048091;10051062	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3359	225	177	1595	1233
PMZ_0045102	chr1;chr1;chr1;chr1;chr1	10084941;10085229;10085329;10085428;10085595	10085192;10085306;10085406;10085549;10086330	-;-;-;-;-	1266	0	0	0	0
PMZ_0050122	chr1	10107184	10109601	-	2418	0	1	0	1
PMZ_0050123	chr1;chr1	10113768;10113838	10113770;10114851	-;-	1017	1	0	0	0
PMZ_0050124	chr1;chr1;chr1	10176278;10179941;10181247	10176623;10180009;10182034	+;+;+	1203	0	0	0	0
PMZ_0050125	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10195246;10197583;10198599;10199915;10200607;10201572;10202473;10203884	10195646;10197684;10198680;10199985;10200737;10201743;10202619;10205033	+;+;+;+;+;+;+;+	2256	9	11	59	39
PMZ_0050126	chr1;chr1;chr1	10212056;10214735;10215562	10212558;10214846;10215601	+;+;+	655	0	0	0	0
PMZ_0050127	chr1;chr1;chr1;chr1	10219113;10222112;10224191;10224723	10219129;10222629;10224292;10224990	-;-;-;-	905	29	19	17	34
PMZ_0050128	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10227443;10230175;10231786;10232846;10240364;10241315;10242205;10243934;10245630	10227913;10230729;10231875;10233431;10240463;10241569;10242361;10244058;10245923	+;+;+;+;+;+;+;+;+	2633	0	11	35	47
PMZ_0050129	chr1;chr1;chr1	10249414;10253689;10255614	10252628;10253775;10256010	-;-;-	3699	181	124	248	143
PMZ_0032310	chr1;chr1;chr1;chr1;chr1	10313219;10313717;10313899;10314404;10315934	10313309;10313777;10314016;10314691;10316610	+;+;+;+;+	1235	0	0	0	0
PMZ_0050130	chr1;chr1;chr1	10328184;10332787;10339000	10328682;10332882;10341865	+;+;+	3461	125	158	182	130
PMZ_0050131	chr1;chr1;chr1	10347650;10348382;10351629	10348058;10348465;10353536	+;+;+	2401	10	27	44	183
PMZ_0050132	chr1;chr1;chr1;chr1	10362433;10365033;10365628;10367754	10362938;10365541;10365705;10368733	+;+;+;+	2073	68	52	146	266
PMZ_0050133	chr1;chr1	10378312;10380010	10378825;10383045	+;+	3550	35	61	21	129
PMZ_0050134	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10404675;10406667;10420592;10422143;10433487;10438321;10446293;10451660	10405101;10407100;10421072;10422193;10433891;10438561;10446792;10451700	+;+;+;+;+;+;+;+	2580	0	20	92	109
PMZ_0050135	chr1;chr1;chr1;chr1;chr1	10463571;10464917;10466917;10467601;10468622	10463943;10464988;10467000;10468492;10469680	+;+;+;+;+	2480	0	0	1	0
PMZ_0050136	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10481942;10483586;10484440;10487641;10493809;10496878;10497721;10498138;10500298	10482662;10484100;10484526;10487858;10494289;10496964;10497807;10498900;10500343	+;+;+;+;+;+;+;+;+	3005	89	55	95	119
PMZ_0050137	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10509778;10511305;10512259;10515134;10515648;10517642;10519565;10522202;10538679;10539710;10547572	10510288;10511534;10512489;10515215;10515783;10517782;10519701;10522255;10538834;10539807;10547626	-;-;-;-;-;-;-;-;-;-;-	1831	1	48	117	132
PMZ_0050138	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	10554448;10555417;10557466;10562439;10567834;10573450;10575073;10580330;10587566;10589263	10555395;10556503;10557549;10562931;10567919;10573528;10575462;10580400;10587625;10589704	-;-;-;-;-;-;-;-;-;-	3740	333	288	383	500
PMZ_0050139	chr1;chr1;chr1;chr1	10604161;10606479;10608275;10611486	10604172;10607047;10608343;10612014	-;-;-;-	1179	6	13	2	8
PMZ_0037785	chr1;chr1;chr1;chr1;chr1	10677121;10677770;10679491;10680334;10682108	10677168;10677823;10679556;10680470;10682168	+;+;+;+;+	366	0	0	0	0
PMZ_0048747	chr1;chr1;chr1	10685938;10690100;10692004	10686104;10690289;10692033	-;-;-	387	0	33	16	62
PMZ_0048738	chr1;chr1;chr1	10688973;10689818;10690072	10689059;10689904;10690346	+;+;+	449	0	0	0	0
PMZ_0050140	chr1;chr1;chr1	10732317;10734545;10735694	10732713;10734631;10738889	+;+;+	3680	22	7	1	39
PMZ_0050141	chr1;chr1;chr1;chr1;chr1;chr1;chr1	10742376;10745515;10746299;10754902;10756391;10757535;10760343	10742669;10745667;10746553;10755422;10756480;10758089;10760811	-;-;-;-;-;-;-	2337	0	0	12	14
PMZ_0050142	chr1;chr1;chr1	10763269;10763962;10765630	10763533;10764061;10765863	+;+;+	599	0	0	0	0
PMZ_0002197	chr1	10769055	10769629	+	575	1	12	28	18
PMZ_0050143	chr1;chr1;chr1	10772630;10773433;10775720	10772637;10773543;10776222	-;-;-	622	0	0	0	7
PMZ_0050144	chr1;chr1;chr1;chr1;chr1;chr1	10783272;10785693;10786569;10787575;10790651;10792709	10784426;10785839;10786740;10787705;10790753;10793108	-;-;-;-;-;-	2108	28	40	77	96
PMZ_0002194	chr1	10799806	10800351	-	546	10	17	3	12
PMZ_0050145	chr1;chr1;chr1	10835754;10837470;10839033	10836865;10837901;10839768	-;-;-	2280	5	9	69	56
PMZ_0050146	chr1;chr1;chr1;chr1;chr1;chr1	10841685;10844944;10852219;10855939;10864706;10867438	10842143;10845322;10852410;10856323;10865196;10867872	-;-;-;-;-;-	2341	46	47	64	106
PMZ_0050147	chr1;chr1;chr1;chr1	10880866;10881444;10883498;10883747	10880917;10881833;10883560;10883975	-;-;-;-	734	1	55	127	78
PMZ_0050148	chr1	10891696	10892214	-	519	0	0	7	27
PMZ_0050149	chr1;chr1;chr1;chr1;chr1	10896980;10898308;10900344;10900850;10908194	10897166;10900198;10900391;10901296;10908354	-;-;-;-;-	2734	0	0	12	27
PMZ_0050150	chr1	10920537	10921091	+	555	27	5	58	9
PMZ_0005991	chr1;chr1;chr1;chr1	10922645;10938364;10940687;10941016	10922845;10938787;10940907;10941058	+;+;+;+	889	58	4	63	56
PMZ_0050151	chr1;chr1	10947390;10950268	10947891;10951797	+;+	2032	269	276	392	410
PMZ_0046193	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	11161972;11164015;11164713;11165699;11166417;11167793;11168907;11170461	11163284;11164083;11164853;11165735;11166557;11167839;11168978;11170610	-;-;-;-;-;-;-;-	1970	2104	2535	2796	2263
PMZ_0050152	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	11176576;11177632;11179384;11184157;11188092;11190247;11195923;11196729	11176831;11177849;11179588;11184322;11188339;11190397;11196055;11198651	+;+;+;+;+;+;+;+	3300	219	119	350	514
PMZ_0046194	chr1;chr1;chr1	11215499;11217376;11222756	11215620;11217497;11222804	-;-;-	293	46	9	24	5
PMZ_0012724	chr1;chr1;chr1;chr1;chr1;chr1	11229518;11229996;11236039;11238100;11245205;11247584	11229703;11230266;11236227;11238186;11245437;11247628	-;-;-;-;-;-	1011	0	17	64	94
PMZ_0017139	chr1;chr1	11274328;11276747	11274960;11277020	-;-	907	26	14	0	3
PMZ_0045098	chr1;chr1;chr1	11362335;11362912;11363064	11362662;11362989;11363778	+;+;+	1121	0	0	0	0
PMZ_0050153	chr1;chr1;chr1;chr1;chr1	11379279;11381308;11387495;11388548;11390943	11380181;11381444;11387561;11388643;11391062	-;-;-;-;-	1323	186	169	562	643
PMZ_0050154	chr1;chr1;chr1;chr1	11533222;11535051;11536353;11540063	11533480;11535172;11536468;11540767	-;-;-;-	1202	540	492	1399	1414
PMZ_0045096	chr1;chr1;chr1	11547428;11548199;11564087	11547470;11548292;11564168	-;-;-	219	0	0	0	4
PMZ_0050155	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	11582007;11583288;11584527;11585051;11589705;11590274;11591464;11592971;11593384	11582104;11583372;11584579;11585123;11589793;11590486;11591539;11593306;11595402	+;+;+;+;+;+;+;+;+	3042	802	1171	1070	1109
PMZ_0050156	chr1;chr1;chr1;chr1;chr1;chr1	11610427;11616006;11617569;11618615;11619851;11621087	11610617;11616453;11617802;11618777;11620960;11621704	+;+;+;+;+;+	2764	80	32	298	378
PMZ_0034301	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	11632488;11632770;11633301;11634120;11634433;11635372;11636688;11637876;11638939;11639270;11639473;11639738;11639865;11641636	11632665;11632811;11633447;11634217;11634529;11635512;11636855;11637962;11639055;11639308;11639601;11639771;11640111;11641676	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1565	350	556	482	536
PMZ_0050157	chr1;chr1;chr1;chr1	12129213;12141611;12175937;12184339	12129275;12141752;12176125;12184400	+;+;+;+	456	0	0	0	0
PMZ_0050158	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	12200913;12229885;12240224;12241061;12246545;12246792;12251428;12276237;12277039;12279291;12297069;12300496;12301831;12302458;12303570;12304511	12201045;12230154;12240312;12241384;12246632;12246943;12251572;12276289;12277305;12279563;12297174;12300671;12301919;12302635;12303995;12304693	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2952	11	23	43	42
PMZ_0050159	chr1;chr1;chr1;chr1;chr1	12306484;12307135;12307529;12309915;12310695	12306543;12307260;12307560;12310050;12310763	+;+;+;+;+	423	34	0	39	26
PMZ_0050160	chr1;chr1;chr1;chr1;chr1;chr1;chr1	12348401;12352333;12354716;12355410;12355785;12356744;12357634	12348537;12352419;12354942;12355512;12356024;12356815;12359784	+;+;+;+;+;+;+	3017	3028	3177	1897	2252
PMZ_0050161	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	12362554;12363381;12366594;12367286;12368207;12370580;12371088;12372181;12373193;12376937	12362904;12363658;12366816;12367389;12368468;12370770;12371258;12372256;12373511;12377085	-;-;-;-;-;-;-;-;-;-	2124	408	505	982	1003
PMZ_0050162	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	12377146;12385853;12390028;12391270;12394307;12394914;12395636;12396278;12397633;12415203;12415714;12421697;12431456;12435787;12438158;12445152;12448408;12450335	12377146;12385982;12390124;12391371;12394438;12394991;12395726;12396414;12397716;12415252;12415861;12421843;12431791;12436221;12438451;12445191;12448542;12450726	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2829	502	377	1071	1088
PMZ_0038223	chr1;chr1;chr1;chr1;chr1	12488240;12488411;12507972;12509500;12511349	12488338;12488656;12508530;12509714;12511424	-;-;-;-;-	1195	26	13	77	60
PMZ_0050163	chr1;chr1	12559307;12560748	12559469;12560815	-;-	231	17	72	184	157
PMZ_0035726	chr1	12571733	12571996	-	264	366	399	598	489
PMZ_0050164	chr1;chr1;chr1;chr1;chr1	12578358;12578569;12586166;12586899;12589183	12578411;12578770;12586512;12587176;12589270	-;-;-;-;-	969	199	70	379	261
PMZ_0050165	chr1;chr1;chr1	12612967;12614179;12614712	12613089;12614351;12614844	-;-;-	429	0	0	15	51
PMZ_0050166	chr1;chr1;chr1;chr1;chr1	12668387;12669892;12670721;12684650;12687262	12668803;12669975;12670792;12684736;12687381	-;-;-;-;-	780	20	13	31	17
PMZ_0050167	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	12897935;12898529;12910813;12925540;12929317;12931080;12932371;12946724;12948477;12956026;12956281;12958925;12959590;12959969;12966229;12969372;12970957;12975282	12898089;12898685;12912303;12925632;12929379;12931193;12932589;12946801;12948495;12956089;12956391;12959154;12959630;12960084;12966322;12969442;12971035;12975470	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3384	504	558	1098	979
PMZ_0050168	chr1;chr1;chr1	12992563;13002548;13002988	12992616;13002748;13003044	-;-;-	312	0	14	14	39
PMZ_0032578	chr1;chr1;chr1;chr1	13029167;13032422;13033654;13036523	13029337;13032627;13033770;13036624	-;-;-;-	596	0	0	0	19
PMZ_0050169	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13050264;13053760;13055086;13056375;13056811;13057735;13058298;13066094;13079790;13085334	13051233;13053862;13055561;13056447;13056916;13057807;13058839;13066191;13080073;13085336	-;-;-;-;-;-;-;-;-;-	2728	1643	1725	1703	2393
PMZ_0050170	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13093218;13094573;13095176;13097108;13097698;13098076;13099134;13099722;13100712;13101294;13101782;13103236;13104133;13104514;13104977;13109989;13110789;13111162;13112432;13129236;13136659	13093778;13094654;13095362;13097487;13097921;13098306;13099453;13100298;13100867;13101375;13101945;13103346;13104171;13104645;13105083;13110077;13110880;13111289;13112574;13129342;13136799	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4053	211	71	489	649
PMZ_0034644	chr1;chr1;chr1	13173041;13180580;13182049	13173204;13180789;13182135	-;-;-	461	103	75	118	149
PMZ_0050171	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	13191526;13197539;13198192;13199182;13200102;13202289;13203461;13205528;13207254;13208030;13208379;13208970;13210489	13191561;13197563;13198274;13199366;13200322;13202374;13203533;13205643;13207335;13208121;13208506;13209113;13210984	+;+;+;+;+;+;+;+;+;+;+;+;+	1767	491	513	850	610
