PMGeneID	GalgalGeneID	GeneName	QueryLength	NumberOfMatches	AlignmentScore	Strand	GalgalProteinID
PMZ_0026102	ENSGALG00000008457	RIN2	113	66	58.40707965	+	ENSGALP00000013766
PMZ_0027200	ENSGALG00000008445	SLC24A3	148	127	85.81081081	+	ENSGALP00000013741
PMZ_0043037	ENSGALG00000010793	SLC24A4	127	110	86.61417323	+	ENSGALP00000017532
PMZ_0002253	ENSGALG00000010783	CPSF2	488	417	85.45081967	+	ENSGALP00000017517
PMZ_0013615	ENSGALG00000010088	RALGAPA1	607	473	77.92421746	+	ENSGALP00000057132
PMZ_0042647	ENSGALG00000010811	LGMN	112	83	74.10714286	+	ENSGALP00000017556
PMZ_0036387	ENSGALG00000037632	NKX2-1	125	104	83.2	+	ENSGALP00000055123
PMZ_0031131	ENSGALG00000036869	NKX2-2	26	19	73.07692308	+	ENSGALP00000054805
PMZ_0032006	ENSGALG00000032713	FOXA1	31	21	67.74193548	+	ENSGALP00000050398
PMZ_0034016	ENSGALG00000010139	SSTR1	305	249	81.63934426	+	ENSGALP00000016468
PMZ_0045023	ENSGALG00000008702	OVOL2	81	67	82.71604938	+	ENSGALP00000014145
PMZ_0032008	ENSGALG00000008793	SEC23B	378	323	85.44973545	+	ENSGALP00000014280
PMZ_0046024	ENSGALG00000039587	SYNDIG1	115	84	73.04347826	+	ENSGALP00000043803
PMZ_0019765	ENSGALG00000039167		61	47	77.04918033	+	ENSGALP00000043951
PMZ_0032011	ENSGALG00000009877		573	487	84.991274	+	ENSGALP00000016040
PMZ_0002139	ENSGALG00000009837	DTL	276	203	73.55072464	+	ENSGALP00000015973
PMZ_0043044	ENSGALG00000009843	INTS7	158	139	87.97468354	+	ENSGALP00000015986
PMZ_0034292	ENSGALG00000002756	TMEM121	211	179	84.83412322	+	ENSGALP00000004345
PMZ_0015524	ENSGALG00000002286		136	136	100	+	ENSGALP00000003584
PMZ_0026292	ENSGALG00000033328	PACS2	322	271	84.16149068	+	ENSGALP00000046958
PMZ_0017042	ENSGALG00000030384	KLC4	456	408	89.47368421	+	ENSGALP00000047098
PMZ_0017043	ENSGALG00000011169	PDCD2	57	39	68.42105263	+	ENSGALP00000018188
PMZ_0043047	ENSGALG00000028047	RHOV	132	105	79.54545455	+	ENSGALP00000042743
PMZ_0048038	ENSGALG00000010456		45	32	71.11111111	+	ENSGALP00000053044
PMZ_0010991	ENSGALG00000041962		425	311	73.17647059	+	ENSGALP00000049769
PMZ_0009228	ENSGALG00000011565	TDRD9	39	30	76.92307692	+	ENSGALP00000018840
PMZ_0017577	ENSGALG00000009100	FSHR	325	242	74.46153846	+	ENSGALP00000014797
PMZ_0043050	ENSGALG00000009107	NRXN1	434	344	79.26267281	+	ENSGALP00000014816
PMZ_0016511	ENSGALG00000010672	KCNK13	328	287	87.5	+	ENSGALP00000017342
PMZ_0043054	ENSGALG00000010023	CALM	129	129	100	+	ENSGALP00000016260
PMZ_0027130	ENSGALG00000010680	TTC7B	581	489	84.16523236	+	ENSGALP00000017354
PMZ_0027514	ENSGALG00000009415	SMOC1	187	161	86.09625668	+	ENSGALP00000015318
PMZ_0037655	ENSGALG00000036364	FOXG1	133	120	90.22556391	+	ENSGALP00000054672
PMZ_0011621	ENSGALG00000008957	MSH6	543	435	80.11049724	+	ENSGALP00000038835
PMZ_0026673	ENSGALG00000009900	PRKD1	684	591	86.40350877	+	ENSGALP00000016081
PMZ_0045976	ENSGALG00000010612	PRKD3	668	592	88.62275449	+	ENSGALP00000017248
PMZ_0018221	ENSGALG00000009421	SRSF5	171	132	77.19298246	+	ENSGALP00000015326
PMZ_0000464	ENSGALG00000009097	SNAP23	66	40	60.60606061	+	ENSGALP00000014793
PMZ_0000460	ENSGALG00000009619	GPR176	265	218	82.26415094	+	ENSGALP00000046334
PMZ_0026031	ENSGALG00000029022	NPAS3	240	192	80	+	ENSGALP00000058701
PMZ_0026936	ENSGALG00000009626	THBS1	813	630	77.49077491	+	ENSGALP00000015662
PMZ_0048913	ENSGALG00000037486	SAE1	51	35	68.62745098	+	ENSGALP00000052940
PMZ_0005230	ENSGALG00000009592	SRP14	110	92	83.63636364	+	ENSGALP00000015615
PMZ_0028648	ENSGALG00000032640	CRIM1	282	225	79.78723404	+	ENSGALP00000049021
PMZ_0026726	ENSGALG00000012425	FERMT2	625	534	85.44	+	ENSGALP00000056411
PMZ_0028735	ENSGALG00000008947	PAK5	296	250	84.45945946	+	ENSGALP00000014534
PMZ_0043062	ENSGALG00000010762	OPN3	190	129	67.89473684	+	ENSGALP00000017480
PMZ_0011173	ENSGALG00000009332	RBM25	481	415	86.27858628	+	ENSGALP00000015182
PMZ_0026940	ENSGALG00000009315	PAPLN	84	55	65.47619048	+	ENSGALP00000015140
PMZ_0002684	ENSGALG00000009300		147	104	70.74829932	+	ENSGALP00000015121
PMZ_0026725	ENSGALG00000037409		115	80	69.56521739	+	ENSGALP00000054015
PMZ_0029312	ENSGALG00000012295	CDKL1	130	101	77.69230769	+	ENSGALP00000020061
PMZ_0026724	ENSGALG00000039720	MAP4K3	843	730	86.59549229	+	ENSGALP00000044174
PMZ_0043067	ENSGALG00000040307	MORN2	102	62	60.78431373	+	ENSGALP00000046723
PMZ_0004622	ENSGALG00000041558	DHX57	573	443	77.31239092	+	ENSGALP00000047846
PMZ_0043068	ENSGALG00000028803	B3GNT4	113	80	70.79646018	+	ENSGALP00000040779
PMZ_0019389	ENSGALG00000026944	ARF6	175	165	94.28571429	+	ENSGALP00000041604
PMZ_0029180	ENSGALG00000009360	CAPN2	26	22	84.61538462	+	ENSGALP00000015229
PMZ_0043070	ENSGALG00000041575	PPP1R14C	31	23	74.19354839	+	ENSGALP00000056627
PMZ_0026956	ENSGALG00000009050	CAPN3	199	153	76.88442211	+	ENSGALP00000031999
PMZ_0001239	ENSGALG00000008875	PLCB1	667	553	82.90854573	+	ENSGALP00000014404
PMZ_0042060	ENSGALG00000029301	BMP2	99	85	85.85858586	+	ENSGALP00000047229
PMZ_0043071	ENSGALG00000010594	FEZ2	196	169	86.2244898	+	ENSGALP00000017221
PMZ_0043072	ENSGALG00000040267	IVD	257	216	84.04669261	+	ENSGALP00000047879
PMZ_0043073	ENSGALG00000030313	RAD51A	189	177	93.65079365	+	ENSGALP00000046453
PMZ_0029181	ENSGALG00000025822	CYP1B1	310	228	73.5483871	+	ENSGALP00000048510
PMZ_0026425	ENSGALG00000009611	EIF2AK4	203	161	79.31034483	+	ENSGALP00000015647
PMZ_0043078	ENSGALG00000010258	LTBP2	50	29	58	+	ENSGALP00000055944
PMZ_0012441	ENSGALG00000010448	LTBP1	157	117	74.52229299	+	ENSGALP00000016993
PMZ_0007119	ENSGALG00000039160	SUPT5H	990	865	87.37373737	+	ENSGALP00000047967
PMZ_0036778	ENSGALG00000037163		32	21	65.625	+	ENSGALP00000051979
PMZ_0047126	ENSGALG00000041436		142	121	85.21126761	+	ENSGALP00000051938
PMZ_0044214	ENSGALG00000035994		299	224	74.91638796	+	ENSGALP00000049692
PMZ_0017468	ENSGALG00000033068		111	74	66.66666667	+	ENSGALP00000048647
PMZ_0038723	ENSGALG00000001932	SRRM3	47	29	61.70212766	+	ENSGALP00000002982
PMZ_0026678	ENSGALG00000000615	SNRNP40	279	232	83.15412186	+	ENSGALP00000040424
PMZ_0026633	ENSGALG00000034284	SLC4A2	887	717	80.83427283	+	ENSGALP00000052772
PMZ_0046777	ENSGALG00000039978		42	32	76.19047619	+	ENSGALP00000045469
PMZ_0028684	ENSGALG00000008257	MERTK	264	194	73.48484848	+	ENSGALP00000013423
PMZ_0048001	ENSGALG00000005843	EEF1A2	48	47	97.91666667	+	ENSGALP00000009371
PMZ_0017489	ENSGALG00000037837	ABCA3	470	358	76.17021277	+	ENSGALP00000046137
PMZ_0043520	ENSGALG00000011937	NFE2L1	91	65	71.42857143	+	ENSGALP00000035379
PMZ_0000155	ENSGALG00000003748	ANO5	90	63	70	+	ENSGALP00000005939
PMZ_0039396	ENSGALG00000023308		47	42	89.36170213	+	ENSGALP00000037554
PMZ_0015862	ENSGALG00000009944	KAT7	299	268	89.63210702	+	ENSGALP00000016147
PMZ_0010213	ENSGALG00000009901	DYRK2	347	272	78.38616715	+	ENSGALP00000016084
PMZ_0047286	ENSGALG00000038160	POLR1A	85	67	78.82352941	+	ENSGALP00000045283
PMZ_0032258	ENSGALG00000017229	FAT3	211	148	70.14218009	+	ENSGALP00000027793
PMZ_0047050	ENSGALG00000035973	YIPF6	188	154	81.91489362	+	ENSGALP00000051471
PMZ_0009101	ENSGALG00000016772	PDCL3	172	129	75	+	ENSGALP00000027027
PMZ_0020525	ENSGALG00000017065	STARD13	495	385	77.77777778	+	ENSGALP00000027514
PMZ_0043081	ENSGALG00000008174		194	124	63.91752577	+	ENSGALP00000013273
PMZ_0013288	ENSGALG00000017023	NEK5	129	87	67.44186047	+	ENSGALP00000050307
PMZ_0012293	ENSGALG00000010217		51	27	52.94117647	+	ENSGALP00000016591
PMZ_0009259	ENSGALG00000010668	WWC2	41	37	90.24390244	+	ENSGALP00000017336
PMZ_0043085	ENSGALG00000001479	CYB5D2	71	48	67.6056338	+	ENSGALP00000002240
PMZ_0043086	ENSGALG00000004870	PIH1D3	129	82	63.56589147	+	ENSGALP00000007762
PMZ_0013872	ENSGALG00000034944	UBE3A	862	705	81.78654292	+	ENSGALP00000055987
PMZ_0043088	ENSGALG00000001826	WWC1	417	303	72.6618705	+	ENSGALP00000002819
PMZ_0032560	ENSGALG00000006926	CLDN25	48	29	60.41666667	+	ENSGALP00000011208
PMZ_0009257	ENSGALG00000008648	UBE2A	152	149	98.02631579	+	ENSGALP00000014072
PMZ_0032561	ENSGALG00000006297	TRPC7	420	365	86.9047619	+	ENSGALP00000027731
PMZ_0026877	ENSGALG00000016767		206	149	72.33009709	+	ENSGALP00000027020
PMZ_0014708	ENSGALG00000031593		30	22	73.33333333	+	ENSGALP00000045490
PMZ_0026807	ENSGALG00000017229	FAT3	204	142	69.60784314	+	ENSGALP00000047017
PMZ_0043082	ENSGALG00000009067		288	226	78.47222222	+	ENSGALP00000014739
PMZ_0043083	ENSGALG00000010553	AIMP1	165	138	83.63636364	+	ENSGALP00000017152
PMZ_0043084	ENSGALG00000010573	GSTCD	166	127	76.5060241	+	ENSGALP00000017187
PMZ_0031036	ENSGALG00000013579	FAT1	128	99	77.34375	+	ENSGALP00000022061
PMZ_0043091	ENSGALG00000045707		200	166	83	+	ENSGALP00000061623
PMZ_0011976	ENSGALG00000017195	PGR	147	88	59.86394558	+	ENSGALP00000027736
PMZ_0011540	ENSGALG00000017170	ALKBH8	128	92	71.875	+	ENSGALP00000027679
PMZ_0012359	ENSGALG00000013964	SPATA18	134	87	64.92537313	+	ENSGALP00000022597
PMZ_0043094	ENSGALG00000013968	SGCB	213	171	80.28169014	+	ENSGALP00000046941
PMZ_0032562	ENSGALG00000036437		325	267	82.15384615	+	ENSGALP00000047850
PMZ_0043090	ENSGALG00000044716		181	138	76.24309392	+	ENSGALP00000058820
PMZ_0047662	ENSGALG00000017179	PDGFD	53	32	60.37735849	+	ENSGALP00000029435
PMZ_0026596	ENSGALG00000017312	PPME1	139	111	79.85611511	+	ENSGALP00000027925
PMZ_0010591	ENSGALG00000017314	C2CD3	203	168	82.75862069	+	ENSGALP00000027928
PMZ_0004088	ENSGALG00000017316	UCP3	304	256	84.21052632	+	ENSGALP00000027932
PMZ_0029662	ENSGALG00000009366	ASIC5	56	38	67.85714286	+	ENSGALP00000015238
PMZ_0048012	ENSGALG00000008507	THOC2	661	554	83.81240545	+	ENSGALP00000013843
PMZ_0004081	ENSGALG00000017173	GUCY1A2	245	191	77.95918367	+	ENSGALP00000027685
PMZ_0026158	ENSGALG00000017171	CWF19L2	100	63	63	+	ENSGALP00000027682
PMZ_0038965	ENSGALG00000005679	CDX1	36	30	83.33333333	+	ENSGALP00000009094
PMZ_0043100	ENSGALG00000035943		31	24	77.41935484	+	ENSGALP00000049767
PMZ_0043101	ENSGALG00000017098	GTF3A	65	38	58.46153846	+	ENSGALP00000027569
PMZ_0043103	ENSGALG00000017096		78	58	74.35897436	+	ENSGALP00000054371
PMZ_0036382	ENSGALG00000013940	LNX1	43	28	65.11627907	+	ENSGALP00000022552
PMZ_0047833	ENSGALG00000005725	CSF1R	38	32	84.21052632	+	ENSGALP00000009176
PMZ_0010471	ENSGALG00000017092	PAN3	433	347	80.13856813	+	ENSGALP00000027557
PMZ_0029659	ENSGALG00000007710		23	22	95.65217391	+	ENSGALP00000012479
PMZ_0017941	ENSGALG00000013602	PCM1	39	32	82.05128205	+	ENSGALP00000022090
PMZ_0043109	ENSGALG00000009692	SH3RF1	144	120	83.33333333	+	ENSGALP00000015758
PMZ_0018750	ENSGALG00000041294	COQ2	170	121	71.17647059	+	ENSGALP00000057175
PMZ_0043110	ENSGALG00000016578		88	76	86.36363636	+	ENSGALP00000026710
PMZ_0029948	ENSGALG00000030530	HAND2	58	49	84.48275862	+	ENSGALP00000045960
PMZ_0001121	ENSGALG00000017079	USPL1	38	24	63.15789474	+	ENSGALP00000027538
PMZ_0027903	ENSGALG00000007646		127	105	82.67716535	+	ENSGALP00000012356
PMZ_0001103	ENSGALG00000040772		31	22	70.96774194	+	ENSGALP00000051134
PMZ_0026748	ENSGALG00000033671	FREM2	1640	1226	74.75609756	+	ENSGALP00000051301
PMZ_0019460	ENSGALG00000007972	TRPC5	655	562	85.80152672	+	ENSGALP00000012929
PMZ_0031201	ENSGALG00000016571	GLRA2	186	171	91.93548387	+	ENSGALP00000026696
PMZ_0029217	ENSGALG00000026360	SOWAHC	123	85	69.10569106	+	ENSGALP00000042644
PMZ_0008573	ENSGALG00000009961	RLI	510	475	93.1372549	+	ENSGALP00000052885
PMZ_0008112	ENSGALG00000017047	SUPT20H	133	106	79.69924812	+	ENSGALP00000035685
PMZ_0015515	ENSGALG00000017052	CCNA1	127	78	61.41732283	+	ENSGALP00000027497
PMZ_0048013	ENSGALG00000017053	SPART	113	77	68.14159292	+	ENSGALP00000027498
PMZ_0029216	ENSGALG00000041263		207	179	86.47342995	+	ENSGALP00000046321
PMZ_0019781	ENSGALG00000007993	DCX	30	28	93.33333333	+	ENSGALP00000012962
PMZ_0011607	ENSGALG00000011457	CCNI	119	82	68.90756303	+	ENSGALP00000018658
PMZ_0011606	ENSGALG00000029709	INPP4A	802	653	81.42144638	+	ENSGALP00000047894
PMZ_0042893	ENSGALG00000017046	POSTN	223	144	64.57399103	+	ENSGALP00000027488
PMZ_0043114	ENSGALG00000029429	TGFBI	73	45	61.64383562	+	ENSGALP00000044974
PMZ_0043119	ENSGALG00000004033	GALNT10	101	74	73.26732673	+	ENSGALP00000006412
PMZ_0043122	ENSGALG00000010744	GALNT7	341	270	79.17888563	+	ENSGALP00000017461
PMZ_0043123	ENSGALG00000010745	HMGB2	168	135	80.35714286	+	ENSGALP00000017462
PMZ_0043124	ENSGALG00000028994	SAP30L	168	150	89.28571429	+	ENSGALP00000043035
PMZ_0013211	ENSGALG00000008872	FAM199X	76	58	76.31578947	+	ENSGALP00000014398
PMZ_0043125	ENSGALG00000017248	RAB30	174	142	81.6091954	+	ENSGALP00000027829
PMZ_0029706	ENSGALG00000010847	VEGFC	34	27	79.41176471	+	ENSGALP00000017608
PMZ_0010254	ENSGALG00000016913	SLAIN1	30	23	76.66666667	+	ENSGALP00000027290
PMZ_0018144	ENSGALG00000007476	VAMP7	220	172	78.18181818	+	ENSGALP00000031702
PMZ_0031702	ENSGALG00000034280		114	92	80.70175439	+	ENSGALP00000054326
PMZ_0043131	ENSGALG00000009813	SCOC	47	45	95.74468085	+	ENSGALP00000031616
PMZ_0017644	ENSGALG00000032148	CANX	452	329	72.78761062	+	ENSGALP00000051370
PMZ_0013700	ENSGALG00000040018	NUP98	124	91	73.38709677	+	ENSGALP00000050065
PMZ_0043115	ENSGALG00000002562	ARAP3	57	33	57.89473684	+	ENSGALP00000004038
PMZ_0042908	ENSGALG00000041373	ARAP2	77	52	67.53246753	+	ENSGALP00000044692
PMZ_0043117	ENSGALG00000002577		147	102	69.3877551	+	ENSGALP00000004054
PMZ_0011480	ENSGALG00000014336	RELL1	32	23	71.875	+	ENSGALP00000023120
PMZ_0027471	ENSGALG00000017326		196	146	74.48979592	+	ENSGALP00000027946
PMZ_0043118	ENSGALG00000030588	GALNTL6	388	325	83.7628866	+	ENSGALP00000056511
PMZ_0015461	ENSGALG00000037353	TMEM131	164	103	62.80487805	+	ENSGALP00000046850
PMZ_0029704	ENSGALG00000016574	GEMIN8	31	23	74.19354839	+	ENSGALP00000026699
PMZ_0043128	ENSGALG00000043106	WDR17	554	449	81.04693141	+	ENSGALP00000044296
PMZ_0019434	ENSGALG00000009913	SMARCA5	836	752	89.95215311	+	ENSGALP00000016102
PMZ_0022911	ENSGALG00000009898	GAB1	91	66	72.52747253	+	ENSGALP00000016076
PMZ_0043127	ENSGALG00000004948	GLA	86	67	77.90697674	+	ENSGALP00000007923
PMZ_0043139	ENSGALG00000006886	DACH2	43	36	83.72093023	+	ENSGALP00000011141
PMZ_0032583	ENSGALG00000009830	MGAT4D	53	40	75.47169811	+	ENSGALP00000015965
PMZ_0042958	ENSGALG00000005924	MGAT4B	255	195	76.47058824	+	ENSGALP00000054673
PMZ_0019683	ENSGALG00000016915	MYCBP2	975	857	87.8974359	+	ENSGALP00000027295
PMZ_0020887	ENSGALG00000016915	MYCBP2	994	856	86.1167002	+	ENSGALP00000056001
PMZ_0010831	ENSGALG00000009628		250	225	90	+	ENSGALP00000063870
PMZ_0030177	ENSGALG00000025899		153	116	75.81699346	+	ENSGALP00000042873
PMZ_0030185	ENSGALG00000007538		160	107	66.875	+	ENSGALP00000012177
PMZ_0030180	ENSGALG00000025991	GLOD5	62	46	74.19354839	+	ENSGALP00000041175
PMZ_0043133	ENSGALG00000007530		72	60	83.33333333	+	ENSGALP00000012166
PMZ_0018155	ENSGALG00000016917		113	85	75.22123894	+	ENSGALP00000027298
PMZ_0018154	ENSGALG00000007510		74	68	91.89189189	+	ENSGALP00000012127
PMZ_0030189	ENSGALG00000007570		80	68	85	+	ENSGALP00000012227
PMZ_0034056	ENSGALG00000016926	KLF12	88	81	92.04545455	+	ENSGALP00000035726
PMZ_0043136	ENSGALG00000039380	TBC1D1	181	156	86.1878453	+	ENSGALP00000043592
PMZ_0043138	ENSGALG00000016932	MZT1	58	42	72.4137931	+	ENSGALP00000027321
PMZ_0037951	ENSGALG00000037015	DACH1	112	94	83.92857143	+	ENSGALP00000053264
PMZ_0030184	ENSGALG00000016918		64	53	82.8125	+	ENSGALP00000027299
PMZ_0036024	ENSGALG00000006851		192	124	64.58333333	+	ENSGALP00000011069
PMZ_0043151	ENSGALG00000039563		260	232	89.23076923	+	ENSGALP00000048254
PMZ_0027315	ENSGALG00000005856	TBC1D9B	595	495	83.19327731	+	ENSGALP00000009396
PMZ_0043152	ENSGALG00000009855	TBC1D9	280	224	80	+	ENSGALP00000016005
PMZ_0043153	ENSGALG00000016775	RPL31	114	102	89.47368421	+	ENSGALP00000027030
PMZ_0031956	ENSGALG00000042606		137	81	59.12408759	+	ENSGALP00000053806
PMZ_0026970	ENSGALG00000016937	DIAPH3	222	161	72.52252252	+	ENSGALP00000027326
PMZ_0034833	ENSGALG00000009774	ELF2	90	82	91.11111111	+	ENSGALP00000015878
PMZ_0003150	ENSGALG00000016951	MTRF1	169	134	79.28994083	+	ENSGALP00000027347
PMZ_0031958	ENSGALG00000009809	MAML3	36	26	72.22222222	+	ENSGALP00000015937
PMZ_0043140	ENSGALG00000016921	UCHL3	79	57	72.15189873	+	ENSGALP00000063424
PMZ_0032040	ENSGALG00000014258	LIMCH1	55	35	63.63636364	+	ENSGALP00000023016
PMZ_0043141	ENSGALG00000009667	MFAP3L	154	125	81.16883117	+	ENSGALP00000015721
PMZ_0043142	ENSGALG00000016912	EDNRB	77	60	77.92207792	+	ENSGALP00000035729
PMZ_0038150	ENSGALG00000030802	SHROOM2	30	25	83.33333333	+	ENSGALP00000055153
PMZ_0007887	ENSGALG00000030802	SHROOM2	214	157	73.36448598	+	ENSGALP00000048852
PMZ_0021422	ENSGALG00000045052	MAB21L1	359	337	93.8718663	+	ENSGALP00000059018
PMZ_0016444	ENSGALG00000008867		68	53	77.94117647	+	ENSGALP00000014389
PMZ_0043161	ENSGALG00000008860	LONRF3	53	41	77.35849057	+	ENSGALP00000014376
PMZ_0043164	ENSGALG00000040182	GAMT	73	51	69.8630137	+	ENSGALP00000047308
PMZ_0034160	ENSGALG00000007769	FOXP1	61	56	91.80327869	+	ENSGALP00000012592
PMZ_0042900	ENSGALG00000010061	LRBA	548	454	82.84671533	+	ENSGALP00000016337
PMZ_0043160	ENSGALG00000045592		188	173	92.0212766	+	ENSGALP00000061357
PMZ_0007885	ENSGALG00000017062		112	94	83.92857143	+	ENSGALP00000027504
PMZ_0043159	ENSGALG00000010061	LRBA	125	94	75.2	+	ENSGALP00000055691
PMZ_0026279	ENSGALG00000002922	NOTCH2	307	258	84.03908795	+	ENSGALP00000039195
PMZ_0032768	ENSGALG00000014144	CORIN	65	39	60	+	ENSGALP00000022844
PMZ_0002153	ENSGALG00000043118	ATP10A	554	415	74.90974729	+	ENSGALP00000052351
PMZ_0043172	ENSGALG00000016615	GPR143	72	48	66.66666667	+	ENSGALP00000062130
PMZ_0043168	ENSGALG00000013764	AASDH	167	130	77.84431138	+	ENSGALP00000022317
PMZ_0033372	ENSGALG00000041433	MSL3	109	86	78.89908257	+	ENSGALP00000046409
PMZ_0002129	ENSGALG00000038504	MID1	186	166	89.24731183	+	ENSGALP00000051777
PMZ_0037782	ENSGALG00000016769	CHST10	192	126	65.625	+	ENSGALP00000027024
PMZ_0015383	ENSGALG00000029392	GABRB3	67	52	77.6119403	+	ENSGALP00000050049
PMZ_0043173	ENSGALG00000038042	GABRG2	240	189	78.75	+	ENSGALP00000053851
PMZ_0043175	ENSGALG00000016744	GABRA5	56	40	71.42857143	+	ENSGALP00000026976
PMZ_0042965	ENSGALG00000007269	GABRA3	283	239	84.45229682	+	ENSGALP00000011765
PMZ_0033711	ENSGALG00000001695	GABRA6	193	150	77.72020725	+	ENSGALP00000002598
PMZ_0042964	ENSGALG00000001690	GABRB2	325	288	88.61538462	+	ENSGALP00000002581
PMZ_0026842	ENSGALG00000014262	APBB2	391	344	87.97953964	+	ENSGALP00000023025
PMZ_0027976	ENSGALG00000016910	RBM26	76	58	76.31578947	+	ENSGALP00000027280
PMZ_0040128	ENSGALG00000038634	KIT	55	39	70.90909091	+	ENSGALP00000051217
PMZ_0032843	ENSGALG00000014267	RBM47	210	163	77.61904762	+	ENSGALP00000023036
PMZ_0043144	ENSGALG00000036106	SMPD1	253	174	68.77470356	+	ENSGALP00000049247
PMZ_0043146	ENSGALG00000020322		134	95	70.89552239	+	ENSGALP00000031771
PMZ_0027087	ENSGALG00000037839	ARFIP2	279	229	82.07885305	+	ENSGALP00000043736
PMZ_0028388	ENSGALG00000017334	DCHS1	119	92	77.31092437	+	ENSGALP00000027960
PMZ_0020342	ENSGALG00000017120	SACS	333	227	68.16816817	+	ENSGALP00000027606
PMZ_0043148	ENSGALG00000011506	NUP54	64	54	84.375	+	ENSGALP00000018737
PMZ_0011674	ENSGALG00000017032		48	33	68.75	+	ENSGALP00000027467
PMZ_0043149	ENSGALG00000010614	SLC25A4	179	161	89.94413408	+	ENSGALP00000017250
PMZ_0030085	ENSGALG00000035441	POU4F1	155	148	95.48387097	+	ENSGALP00000046501
PMZ_0013066	ENSGALG00000016739	HERC2	1766	1584	89.69422424	+	ENSGALP00000026967
PMZ_0043181	ENSGALG00000016737	NIPA2	312	245	78.52564103	+	ENSGALP00000049219
PMZ_0043182	ENSGALG00000004958	BTK	84	71	84.52380952	+	ENSGALP00000007936
PMZ_0040082	ENSGALG00000014124	TEC	74	51	68.91891892	+	ENSGALP00000022818
PMZ_0033143	ENSGALG00000034934		37	23	62.16216216	+	ENSGALP00000054639
PMZ_0043184	ENSGALG00000010601	UFSP2	95	71	74.73684211	+	ENSGALP00000017231
PMZ_0018989	ENSGALG00000012525	FMNL2	272	240	88.23529412	+	ENSGALP00000036957
PMZ_0040668	ENSGALG00000041907	CDK5R1	154	122	79.22077922	+	ENSGALP00000047031
PMZ_0024025	ENSGALG00000006170	LRRC8C	328	281	85.67073171	+	ENSGALP00000009947
PMZ_0028212	ENSGALG00000004645	TBC1D13	207	168	81.15942029	+	ENSGALP00000007386
PMZ_0032431	ENSGALG00000038290	P4HB	343	241	70.26239067	+	ENSGALP00000056764
PMZ_0000675	ENSGALG00000031652		114	88	77.19298246	+	ENSGALP00000053199
PMZ_0044698	ENSGALG00000043754	GLUL	313	276	88.17891374	+	ENSGALP00000050241
PMZ_0044699	ENSGALG00000039541	SH3GLB2	157	117	74.52229299	+	ENSGALP00000054000
PMZ_0000682	ENSGALG00000042325	CIZ1	44	25	56.81818182	+	ENSGALP00000048518
PMZ_0044700	ENSGALG00000002855	SARDH	219	187	85.38812785	+	ENSGALP00000004490
PMZ_0044702	ENSGALG00000032819	RNF41	246	209	84.95934959	+	ENSGALP00000050940
PMZ_0044703	ENSGALG00000010716	AGA	129	89	68.99224806	+	ENSGALP00000017419
PMZ_0048222	ENSGALG00000021520	MYMK	43	33	76.74418605	+	ENSGALP00000034141
PMZ_0044705	ENSGALG00000043681	DAPP1	55	36	65.45454545	+	ENSGALP00000047427
PMZ_0044706	ENSGALG00000031119		49	39	79.59183673	+	ENSGALP00000043895
PMZ_0032547	ENSGALG00000027231	NRARP	63	57	90.47619048	+	ENSGALP00000064821
PMZ_0032548	ENSGALG00000005383	BRCC3	262	210	80.15267176	+	ENSGALP00000008634
PMZ_0032962	ENSGALG00000001262	CLIC4	25	20	80	+	ENSGALP00000001914
PMZ_0033063	ENSGALG00000002546	COL5A1	764	636	83.2460733	+	ENSGALP00000004011
PMZ_0044713	ENSGALG00000002667	OLFML2B	106	75	70.75471698	+	ENSGALP00000004192
PMZ_0044709	ENSGALG00000011379	SLC44A5	117	89	76.06837607	+	ENSGALP00000018540
PMZ_0014522	ENSGALG00000004620	LAMC1	654	498	76.14678899	+	ENSGALP00000038625
PMZ_0044716	ENSGALG00000031156	EPHX3	142	107	75.35211268	+	ENSGALP00000053099
PMZ_0027901	ENSGALG00000003690		109	79	72.47706422	+	ENSGALP00000044941
PMZ_0031523	ENSGALG00000003081	SUCO	122	98	80.32786885	+	ENSGALP00000000625
PMZ_0029676	ENSGALG00000001347	LHX6	161	130	80.74534161	+	ENSGALP00000044370
PMZ_0044714	ENSGALG00000044151	MORN5	73	56	76.71232877	+	ENSGALP00000061177
PMZ_0011007	ENSGALG00000000901	CHST4	34	28	82.35294118	+	ENSGALP00000001321
PMZ_0031142	ENSGALG00000028423	HS2ST1	286	241	84.26573427	+	ENSGALP00000042738
PMZ_0044719	ENSGALG00000005904	TMED5	75	61	81.33333333	+	ENSGALP00000009483
PMZ_0029725	ENSGALG00000020164	GAR1	62	50	80.64516129	+	ENSGALP00000031498
PMZ_0026085	ENSGALG00000016384	MYT1L	150	118	78.66666667	+	ENSGALP00000026378
PMZ_0034605	ENSGALG00000000927	ANGPTL2	500	429	85.8	+	ENSGALP00000001360
PMZ_0014897	ENSGALG00000031129	HMCN1	396	307	77.52525253	+	ENSGALP00000045432
PMZ_0015124	ENSGALG00000031129	HMCN1	54	36	66.66666667	+	ENSGALP00000054118
PMZ_0042345	ENSGALG00000031129	HMCN1	88	81	92.04545455	+	ENSGALP00000055118
PMZ_0033553	ENSGALG00000030831	FBXW5	141	94	66.66666667	+	ENSGALP00000044723
PMZ_0044726	ENSGALG00000028265	SURF4	176	142	80.68181818	+	ENSGALP00000041673
